   #    World Rank                   ,  Institution                   ,  Country                   ,   
    641-650  ,   Lingnan University   , Hong Kong    
    641-650  ,   Free University of Bozen-Bolzano   , Italy    
    641-650  ,   University of Modena   , Italy    
    641-650  ,   Far Eastern Federal University   , Russia    
    641-650  ,   University of Bradford   , UK    
    641-650  ,   New Jersey Institute of Technology   , USA    
    641-650  ,   The New School   , USA    
    641-650  ,   University of Oklahoma   , USA    
    641-650  ,   University of Houston   , USA    
    641-650  ,   Pakistan Institute of Engineering and Applied Sciences   , Pakistan    
    641-650  ,   Kazakh National Agrarian University   , Kazakhstan    
    651-660  ,   Southern Cross University   , Australia    
    651-660  ,   University of Hohenheim   , Germany    
    651-660  ,   University of Haifa   , Israel    
    651-660  ,   M�xico Autonomous Institute of Technology   , Mexico    
    651-660  ,   University of Montevideo   , Uruguay    
    651-660  ,   Tallinn University of Technology   , Estonia    
    651-660  ,   COMSATS University Islamabad   , Pakistan    
    661-670  ,   University of Graz   , Austria    
    661-670  ,   University of Rovira i Virgili   , Spain    
    661-670  ,   Padjadjaran University   , Indonesia    
    661-670  ,   University of Perugia   , Italy    
    661-670  ,   Tokyo University of Science   , Japan    
    661-670  ,   Holy Spirit University of Kaslik   , Lebanon    
    661-670  ,   Lebanese American University   , Lebanon    
    661-670  ,   Panamerican University   , Mexico    
    661-670  ,   National Chung Hsing University - Taipei   , Taiwan    
    661-670  ,   Middlesex University   , UK    
    661-670  ,   Aberystwyth University   , UK    
    661-670  ,   Brandeis University   , USA    
    661-670  ,   Ca' Foscari University of Venice   , Italy    
    661-670  ,   Princess Nourah bint Abdulrahman University   , Saudi Arabia    
    671-680  ,   Carleton University   , Canada    
    671-680  ,   University of Manitoba   , Canada    
    671-680  ,   University of Debrecen    , Hungary    
    671-680  ,   Dongguk University   , South Korea    
    671-680  ,   University of Greenwich   , UK    
    671-680  ,   American University of the Middle East   , Kuwait    
    681-690  ,   University of Salzburg   , Austria    
    681-690  ,   Pontifical Catholic University of Valparaiso   , Chile    
    681-690  ,   East China University of Science and Technology   , China    
    681-690  ,   Shiraz University   , Iran    
    681-690  ,   De La Salle University   , Philippines    
    681-690  ,   University of Kentucky   , USA    
    681-690  ,   Taras Shevchenko National University of Kyiv   , Ukraine    
    681-690  ,   National University of Science and Technology MISiS   , Russia    
    681-690  ,   Soochow University   , China    
    681-690  ,   The College of Mexico   , Mexico    
    681-690  ,   Kazakh National Pedagogical University   , Kazakhstan    
    691-700  ,   University of Dhaka   , Bangladesh    
    691-700  ,   University of Mons-Hainaut   , Belgium    
    691-700  ,   Federal University of Minas Gerais   , Brazil    
    691-700  ,   Federal University of Rio Grande do Sul   , Brazil    
    691-700  ,   University of Trieste   , Italy    
    691-700  ,   Inha University   , South Korea    
    691-700  ,   University of Cincinnati   , USA    
    691-700  ,   V.N. Karazin Kharkiv National University   , Ukraine    
    691-700  ,   Ibero-American University   , Mexico    
    691-700  ,   Indian Institute of Technology - Hyderabad   , India    
    701-710  ,   Zayed University   , United Arab Emirates    
    701-710  ,   University of Antioqu�a   , Colombia    
    701-710  ,   University of Santiago de Compostela   , Spain    
    701-710  ,   E�tv�s Lorand University   , Hungary    
    701-710  ,   Chiba University   , Japan    
    701-710  ,   Altai State University   , Russia    
    701-710  ,   Wake Forest University   , USA    
    701-710  ,   Czech University of Life Sciences Prague   , Czech Republic    
    711-720  ,   Victoria University - Melbourne   , Australia    
    711-720  ,   University of New Brunswick   , Canada    
    711-720  ,   University of Rosario   , Colombia    
    711-720  ,   University of Rennes I   , France    
    711-720  ,   Savitribai Phule Pune University   , India    
    711-720  ,   Beirut Arab University   , Lebanon    
    711-720  ,   International Islamic University Malaysia   , Malaysia    
    711-720  ,   Istanbul University   , Turkey    
    711-720  ,   University of Westminster   , UK    
    711-720  ,   University of Maryland Baltimore County   , USA    
    711-720  ,   China University of Petroleum (Beijing)   , China    
    721-730  ,   Beijing University of Chemical Technology   , China    
    721-730  ,   Ain Shams University   , Egypt    
    721-730  ,   Chonbuk National University   , South Korea    
    721-730  ,   University of Belgrade   , Serbia    
    721-730  ,   University of Colorado at Denver   , USA    
    721-730  ,   University of Oregon   , USA    
    721-730  ,   Temple University   , USA    
    721-730  ,   University of Lorraine   , France    
    721-730  ,   Marche Polytechnic University   , Italy    
    721-730  ,   University of C�te d'Azur   , France    
    721-730  ,   Ton Duc Thang University   , Viet Nam    
    731-740  ,   Federal University of Sao Paulo   , Brazil    
    731-740  ,   EAFIT University   , Colombia    
    731-740  ,   University of Siena   , Italy    
    731-740  ,   Jordan University of Science and Technology   , Jordan    
    731-740  ,   Adam Mickiewicz University in Poznan   , Poland    
    731-740  ,   National Technical University of Ukraine   , Ukraine    
    731-740  ,   Bournemouth University   , UK    
    731-740  ,   Alfaisal University   , Saudi Arabia    
    731-740  ,   Indian Institute of Technology - Bhubaneswar   , India    
    741-750  ,   Sofia University   , Bulgaria    
    741-750  ,   University of Regensburg   , Germany    
    741-750  ,   Budapest University of Technology and Economics   , Hungary    
    741-750  ,   Jadavpur University   , India    
    741-750  ,   University of Bari   , Italy    
    741-750  ,   National Polytechnic Institute    , Mexico    
    741-750  ,   University of Agriculture Faisalabad   , Pakistan    
    741-750  ,   University of the Punjab   , Pakistan    
    741-750  ,   University of the West of England - Bristol   , UK    
    741-750  ,   Swarthmore College   , USA    
    751-760  ,   Al Ahlia University   , Bahrain    
    751-760  ,   University of Quebec   , Canada    
    751-760  ,   University Externado de Colombia   , Colombia    
    751-760  ,   Technical University of Braunschweig   , Germany    
    751-760  ,   University of Zagreb   , Croatia    
    751-760  ,   University of Mumbai   , India    
    751-760  ,   Ulsan University   , South Korea    
    751-760  ,   Riga Technical University   , Latvia    
    751-760  ,   Kasetsart University   , Thailand    
    751-760  ,   Liverpool John Moores University   , UK    
    751-760  ,   Wayne State University   , USA    
    751-760  ,   ISCTE-University Institute of Lisbon   , Portugal    
    761-770  ,   University of Belgrano   , Argentina    
    761-770  ,   University of Marburg   , Germany    
    761-770  ,   University of Rostock   , Germany    
    761-770  ,   University of Tenaga Nasional   , Malaysia    
    761-770  ,   Hacettepe University   , Turkey    
    761-770  ,   Virginia Commonwealth University   , USA    
    761-770  ,   King Khalid University   , Saudi Arabia    
    771-780  ,   University of Duisburg-Essen   , Germany    
    771-780  ,   University of Nantes   , France    
    771-780  ,   An�huac University   , Mexico    
    771-780  ,   I.M. Sechenov First Moscow State Medical University   , Russia    
    771-780  ,   Comenius University in Bratislava   , Slovakia    
    771-780  ,   University of Brighton   , UK    
    771-780  ,   University ORT Uruguay   , Uruguay    
    771-780  ,   Rutgers - The State University of New Jersey   , USA    
    771-780  ,   State University of New York at Albany   , USA    
    771-780  ,   Chandigarh University   , India    
    771-780  ,   Shoolini University of Biotechnology and Management Sciences   , India    
    781-790  ,   University of Northern British Columbia   , Canada    
    781-790  ,   China University of Mining Technology   , China    
    781-790  ,   Nanjing Agricultural University   , China    
    781-790  ,   Catholic University of Korea   , South Korea    
    781-790  ,   Keele University   , UK    
    781-790  ,   University of Alaska - Fairbanks   , USA    
    781-790  ,   Syracuse University   , USA    
    781-790  ,   National Institute of Technology Tiruchirappalli   , India    
    781-790  ,   University of Malaysia - Pahang   , Malaysia    
    781-790  ,   Khoja Akhmet Yassawi International Kazakh-Turkish University   , Kazakhstan    
    791-800  ,   Buenos Aires Institute of Technology   , Argentina    
    791-800  ,   Lanzhou University   , China    
    791-800  ,   University of La Sabana   , Colombia    
    791-800  ,   University of Patras   , Greece    
    791-800  ,   Diponegoro University   , Indonesia    
    791-800  ,   University of Brescia   , Italy    
    791-800  ,   University of Engineering and Technology Lahore   , Pakistan    
    791-800  ,   Plekhanov Russian University of Economics   , Russia    
    791-800  ,   American University   , USA    
    791-800  ,   Clarkson University   , USA    
    801-850  ,   University of San Andres   , Argentina    
    801-850  ,   Dubai University College   , United Arab Emirates    
    801-850  ,   Australian Catholic University   , Australia    
    801-850  ,   Charles Sturt University   , Australia    
    801-850  ,   Bangladesh University of Engineering and Technology (BUET)   , Bangladesh    
    801-850  ,   Federal University of Santa Catarina   , Brazil    
    801-850  ,   University of Bras�lia   , Brazil    
    801-850  ,   University of Sherbrooke   , Canada    
    801-850  ,   Federico Santa Mar�a Technical University   , Chile    
    801-850  ,   Beijing University of Technology   , China    
    801-850  ,   China University of Geosciences Wuhan   , China    
    801-850  ,   Nanjing University of Aeronautics and Astronautics   , China    
    801-850  ,   University of D�sseldorf   , Germany    
    801-850  ,   University San Francisco de Quito   , Ecuador    
    801-850  ,   University of Alicante   , Spain    
    801-850  ,   Tbilisi State University   , Georgia    
    801-850  ,   University of Pecs   , Hungary    
    801-850  ,   National University of Ireland - Maynooth   , Ireland    
    801-850  ,   University of Calcutta   , India    
    801-850  ,   University of Hyderabad   , India    
    801-850  ,   University of Salerno   , Italy    
    801-850  ,   University of Verona   , Italy    
    801-850  ,   Nagasaki University   , Japan    
    801-850  ,   Ritsumeikan Asia Pacific University   , Japan    
    801-850  ,   Tokyo University of Agriculture and Technology   , Japan    
    801-850  ,   Yokohama City University   , Japan    
    801-850  ,   Konkuk University   , South Korea    
    801-850  ,   Karaganda State Technical University   , Kazakhstan    
    801-850  ,   Balamand University   , Lebanon    
    801-850  ,   Kaunas University of Technology   , Lithuania    
    801-850  ,   Vilnius Gediminas Technical University   , Lithuania    
    801-850  ,   Vytautas Magnus University   , Lithuania    
    801-850  ,   University of Latvia   , Latvia    
    801-850  ,   University of Tunku Abdul Rahman   , Malaysia    
    801-850  ,   University of Santo Tomas   , Philippines    
    801-850  ,   Babes-Bolyai University   , Romania    
    801-850  ,   Jouf University   , Saudi Arabia    
    801-850  ,   De Montfort University   , UK    
    801-850  ,   Edinburgh Napier University   , UK    
    801-850  ,   North-West University   , South Africa    
    801-850  ,   Louisiana State University   , USA    
    801-850  ,   Clark University   , USA    
    801-850  ,   University of Massachusetts at Boston   , USA    
    801-850  ,   Texas Technical University   , USA    
    801-850  ,   Auburn University   , USA    
    801-850  ,   University of Brawijaya   , Indonesia    
    801-850  ,   University of the Republic   , Uruguay    
    801-850  ,   Belarusian National Technical University   , Belarus    
    801-850  ,   Pontifical Bolivarian University   , Colombia    
    801-850  ,   Poznan University of Life Sciences   , Poland    
    801-850  ,   Almaty Technological University   , Kazakhstan    
    801-850  ,   Immanuel Kant Baltic Federal University   , Russia    
    801-850  ,   Al-Ahliyya Amman University   , Jordan    
    851-900  ,   University Torcuato di Tella   , Argentina    
    851-900  ,   North South University   , Bangladesh    
    851-900  ,   Toronto Metropolitan University   , Canada    
    851-900  ,   Beijing University of Posts and Telecommunications   , China    
    851-900  ,   Huazhong Agricultural University   , China    
    851-900  ,   Wuhan University of Technology   , China    
    851-900  ,   University Marta Abreu of Las Villas   , Cuba    
    851-900  ,   Addis Ababa University   , Ethiopia    
    851-900  ,   University Panth�on-Assas (Paris II)   , France    
    851-900  ,   Vellore Institute of Technology   , India    
    851-900  ,   University of Catania   , Italy    
    851-900  ,   University of Ferrara   , Italy    
    851-900  ,   University of Messina   , Italy    
    851-900  ,   University of Palermo   , Italy    
    851-900  ,   University of Parma   , Italy    
    851-900  ,   Kanazawa University   , Japan    
    851-900  ,   Niigata University   , Japan    
    851-900  ,   Kyrgyz Turkish Manas University   , Kyrgyzstan    
    851-900  ,   Chonnam National University   , South Korea    
    851-900  ,   Chungnam National University   , South Korea    
    851-900  ,   Gulf University for Science and Technology   , Kuwait    
    851-900  ,   Kuwait University   , Kuwait    
    851-900  ,   Karaganda State Buketov University   , Kazakhstan    
    851-900  ,   University of Malta   , Malta    
    851-900  ,   University of Guadalajara   , Mexico    
    851-900  ,   University of Bucharest   , Romania    
    851-900  ,   Saratov State University   , Russia    
    851-900  ,   King Faisal University   , Saudi Arabia    
    851-900  ,   University of Maribor   , Slovenia    
    851-900  ,   Pavol Jozef Safarik University in Kosice   , Slovakia    
    851-900  ,   University of East London   , UK    
    851-900  ,   University of Hertfordshire   , UK    
    851-900  ,   University of Salford   , UK    
    851-900  ,   Catholic University of Uruguay   , Uruguay    
    851-900  ,   University of South Africa   , South Africa    
    851-900  ,   Wesleyan University   , USA    
    851-900  ,   Georgia State University   , USA    
    851-900  ,   Kansas State University   , USA    
    851-900  ,   Worcester Polytechnic Institute   , USA    
    851-900  ,   Michigan Technological University   , USA    
    851-900  ,   Oklahoma State University   , USA    
    851-900  ,   Clemson University   , USA    
    851-900  ,   Technical University of Dortmund   , Germany    
    851-900  ,   Gda�sk University of Technology   , Poland    
    851-900  ,   Southern Federal University   , Russia    
    851-900  ,   University of Lincoln (England)   , UK    
    851-900  ,   London South Bank University   , UK    
    851-900  ,   Technological University Dublin   , Ireland    
    851-900  ,   CY Cergy Paris University   , France    
    851-900  ,    Queen Margaret University   , UK    
    901-950  ,  D. Serikbayev East Kazakhstan State Technical University  , Kazakhstan    
    901-950  ,  University of Petroleum and Energy Studies  , India    
    901-950  ,   Donghua University - Shanghai   , China    
    901-950  ,   Ocean University of China   , China    
    901-950  ,   ICESI University   , Colombia    
    901-950  ,   Mendel University of Agriculture and Forestry   , Czech Republic    
    901-950  ,   Pontifical Catholic University of Ecuador   , Ecuador    
    901-950  ,   Alexandria University   , Egypt    
    901-950  ,   University of Murcia   , Spain    
    901-950  ,   University of Vigo   , Spain    
    901-950  ,   Athens University of Economics and Business   , Greece    
    901-950  ,   Roma Tre University   , Italy    
    901-950  ,   Princess Sumaya University for Technology   , Jordan    
    901-950  ,   Kumamoto University   , Japan    
    901-950  ,   Okayama University   , Japan    
    901-950  ,   Sophia University   , Japan    
    901-950  ,   Hallym University   , South Korea    
    901-950  ,   Sungshin Women's University   , South Korea    
    901-950  ,   Metropolitan Autonomous University   , Mexico    
    901-950  ,   National University of San Marcos   , Peru    
    901-950  ,   Nicolaus Copernicus University   , Poland    
    901-950  ,   AGH University of Science and Technology   , Poland    
    901-950  ,   University of Wroclaw   , Poland    
    901-950  ,   Catholic University of Portugal   , Portugal    
    901-950  ,   Prince of Songkla University   , Thailand    
    901-950  ,   Ankara University   , Turkey    
    901-950  ,   National Chung Cheng University   , Taiwan    
    901-950  ,   National Technical University (Kharkiv Polytechnic Institute)   , Ukraine    
    901-950  ,   London Metropolitan University   , UK    
    901-950  ,   The Robert Gordon University   , UK    
    901-950  ,   University of Central Lancashire   , UK    
    901-950  ,   Rhodes University   , South Africa    
    901-950  ,   University of Denver   , USA    
    901-950  ,   Loyola University of Chicago   , USA    
    901-950  ,   St. Louis University   , USA    
    901-950  ,   University of Vermont   , USA    
    901-950  ,   College of William and Mary   , USA    
    901-950  ,   West Virginia University   , USA    
    901-950  ,   University of Alabama at Birmingham   , USA    
    901-950  ,   Beijing Jiaotong University   , China    
    901-950  ,   Notre Dame University - Louaize   , Lebanon    
    901-950  ,   Riga Stradins University   , Latvia    
    901-950  ,   Wroclaw University of Science and Technology   , Poland    
    901-950  ,   Samara University   , Russia    
    901-950  ,   Asia University   , Taiwan    
    901-950  ,   Asfendiyarov Kazakh National Medical University   , Kazakhstan    
    901-950  ,   Northern Border University   , Saudi Arabia    
    901-950  ,   Qassim University   , Saudi Arabia    
    951-1000  ,   National University de C�rdoba   , Argentina    
    951-1000  ,   National University de Rosario   , Argentina    
    951-1000  ,   University of New England   , Australia    
    951-1000  ,   University of Bahrain   , Bahrain    
    951-1000  ,   University Diego Portales   , Chile    
    951-1000  ,   University of the Andes - Chile   , Chile    
    951-1000  ,   Costa Rica Institute of Technology   , Costa Rica    
    951-1000  ,   University of Bielefeld   , Germany    
    951-1000  ,   University Rey Juan Carlos   , Spain    
    951-1000  ,   University of Castilla-La Mancha   , Spain    
    951-1000  ,   University of Valladolid   , Spain    
    951-1000  ,   Toulouse 1 University Capitole   , France    
    951-1000  ,   University of Ghana   , Ghana    
    951-1000  ,   Birla Institute of Technology and Science   , India    
    951-1000  ,   Jamia Millia Islamia University   , India    
    951-1000  ,   Manipal University   , India    
    951-1000  ,   Thapar University   , India    
    951-1000  ,   Shahid Beheshti University   , Iran    
    951-1000  ,   University of Calabria   , Italy    
    951-1000  ,   Gifu University   , Japan    
    951-1000  ,   Gunma University   , Japan    
    951-1000  ,   Tokyo Metropolitan University   , Japan    
    951-1000  ,   Yokohama National University   , Japan    
    951-1000  ,   Seoul University   , South Korea    
    951-1000  ,   Yeungnam University   , South Korea    
    951-1000  ,   Kazakhstan Institute of Management - Economics - and Strategic Research   , Kazakhstan    
    951-1000  ,   University of las Am�ricas - Puebla   , Mexico    
    951-1000  ,   Technological University of Panama   , Panama    
    951-1000  ,   University Peruana Cayetano Heredia   , Peru    
    951-1000  ,   University of Peshawar   , Pakistan    
    951-1000  ,   University of Gdansk   , Poland    
    951-1000  ,   University of Lodz   , Poland    
    951-1000  ,   St. Petersburg State Electrotechnical University   , Russia    
    951-1000  ,   Islamic University of Madinah   , Saudi Arabia    
    951-1000  ,   Khon Kaen University   , Thailand    
    951-1000  ,   King Mongkut's University of Technology Thonburi   , Thailand    
    951-1000  ,   University of Tunis El Manar   , Tunisia    
    951-1000  ,   Yildiz Technical University   , Turkey    
    951-1000  ,   Sumy State University   , Ukraine    
    951-1000  ,   Makerere University   , Uganda    
    951-1000  ,   University Sim�n Bolivar   , Venezuela    
    951-1000  ,   University of the Western Cape   , South Africa    
    951-1000  ,   Indiana University-Purdue University of Indianapolis   , USA    
    951-1000  ,   George Mason University   , USA    
    951-1000  ,   University of Alabama   , USA    
    951-1000  ,   Northwest Agriculture and Forestry University    , China    
    951-1000  ,   Lviv Polytechnic National University   , Ukraine    
    951-1000  ,   University of Baghdad   , Iraq    
    951-1000  ,   South Ural State University   , Russia      
